"location","variant","date","num_sequences","perc_sequences","num_sequences_total"
"Angola","Kappa",2020-12-07,0,0,6
"Angola","Lambda",2020-12-07,0,0,6
"Angola","Mu",2020-12-07,0,0,6
"Angola","Omicron",2020-12-07,0,0,6
"Angola","S:677H.Robin1",2020-12-07,0,0,6
"Angola","S:677P.Pelican",2020-12-07,0,0,6
"Angola","others",2020-12-07,0,0,6
"Angola","non_who",2020-12-07,0,0,6
"Angola","Alpha",2020-12-21,0,0,93
"Angola","B.1.1.277",2020-12-21,0,0,93
"Angola","B.1.1.302",2020-12-21,0,0,93
"Angola","B.1.1.519",2020-12-21,0,0,93
"Angola","B.1.160",2020-12-21,0,0,93
"Angola","B.1.177",2020-12-21,0,0,93
"Angola","B.1.221",2020-12-21,0,0,93
"Angola","B.1.258",2020-12-21,0,0,93
"Angola","B.1.367",2020-12-21,0,0,93
"Angola","B.1.620",2020-12-21,0,0,93
"Angola","Beta",2020-12-21,69,74.19,93
"Angola","Delta",2020-12-21,0,0,93
"Angola","Epsilon",2020-12-21,0,0,93
"Angola","Eta",2020-12-21,1,1.08,93
"Angola","Gamma",2020-12-21,0,0,93
"Angola","Iota",2020-12-21,0,0,93
"Angola","Kappa",2020-12-21,0,0,93
"Angola","Lambda",2020-12-21,0,0,93
"Angola","Mu",2020-12-21,0,0,93
"Angola","Omicron",2020-12-21,0,0,93
"Angola","S:677H.Robin1",2020-12-21,0,0,93
"Angola","S:677P.Pelican",2020-12-21,0,0,93
"Angola","others",2020-12-21,23,24.73,93
"Angola","non_who",2020-12-21,23,24.73,93
"Angola","Alpha",2021-01-04,0,0,5
"Angola","B.1.1.277",2021-01-04,0,0,5
"Angola","B.1.1.302",2021-01-04,0,0,5
"Angola","B.1.1.519",2021-01-04,0,0,5
"Angola","B.1.160",2021-01-04,0,0,5
"Angola","B.1.177",2021-01-04,0,0,5
"Angola","B.1.221",2021-01-04,0,0,5
"Angola","B.1.258",2021-01-04,0,0,5
"Angola","B.1.367",2021-01-04,0,0,5
"Angola","B.1.620",2021-01-04,0,0,5
"Angola","Beta",2021-01-04,0,0,5
"Angola","Delta",2021-01-04,0,0,5
"Angola","Epsilon",2021-01-04,0,0,5
"Angola","Eta",2021-01-04,0,0,5
"Angola","Gamma",2021-01-04,0,0,5
"Angola","Iota",2021-01-04,0,0,5
"Angola","Kappa",2021-01-04,0,0,5
"Angola","Lambda",2021-01-04,0,0,5
"Angola","Mu",2021-01-04,0,0,5
"Angola","Omicron",2021-01-04,0,0,5
"Angola","S:677H.Robin1",2021-01-04,0,0,5
"Angola","S:677P.Pelican",2021-01-04,0,0,5
"Angola","others",2021-01-04,5,100,5
"Angola","non_who",2021-01-04,5,100,5
"Angola","Alpha",2021-01-11,0,0,16
"Angola","B.1.1.277",2021-01-11,0,0,16
"Angola","B.1.1.302",2021-01-11,0,0,16
"Angola","B.1.1.519",2021-01-11,0,0,16
"Angola","B.1.160",2021-01-11,0,0,16
"Angola","B.1.177",2021-01-11,0,0,16
"Angola","B.1.221",2021-01-11,0,0,16
"Angola","B.1.258",2021-01-11,0,0,16
"Angola","B.1.367",2021-01-11,0,0,16
"Angola","B.1.620",2021-01-11,0,0,16
"Angola","Beta",2021-01-11,1,6.25,16
"Angola","Delta",2021-01-11,0,0,16
"Angola","Epsilon",2021-01-11,0,0,16
"Angola","Eta",2021-01-11,0,0,16
"Angola","Gamma",2021-01-11,0,0,16
"Angola","Iota",2021-01-11,0,0,16
"Angola","Kappa",2021-01-11,0,0,16
"Angola","Lambda",2021-01-11,0,0,16
"Angola","Mu",2021-01-11,0,0,16
"Angola","Omicron",2021-01-11,0,0,16
"Angola","S:677H.Robin1",2021-01-11,0,0,16
"Angola","S:677P.Pelican",2021-01-11,0,0,16
"Angola","others",2021-01-11,15,93.75,16
"Angola","non_who",2021-01-11,15,93.75,16
"Angola","Alpha",2021-01-25,3,5.77,52
"Angola","B.1.1.277",2021-01-25,0,0,52
"Angola","B.1.1.302",2021-01-25,0,0,52
"Angola","B.1.1.519",2021-01-25,0,0,52
"Angola","B.1.160",2021-01-25,1,1.92,52
"Angola","B.1.177",2021-01-25,2,3.85,52
"Angola","B.1.221",2021-01-25,0,0,52
"Angola","B.1.258",2021-01-25,1,1.92,52
"Angola","B.1.367",2021-01-25,0,0,52
"Angola","B.1.620",2021-01-25,0,0,52
"Angola","Beta",2021-01-25,2,3.85,52
"Angola","Delta",2021-01-25,0,0,52
"Angola","Epsilon",2021-01-25,0,0,52
"Angola","Eta",2021-01-25,0,0,52
"Angola","Gamma",2021-01-25,0,0,52
"Angola","Iota",2021-01-25,0,0,52
"Angola","Kappa",2021-01-25,0,0,52
"Angola","Lambda",2021-01-25,0,0,52
"Angola","Mu",2021-01-25,0,0,52
"Angola","Omicron",2021-01-25,0,0,52
"Angola","S:677H.Robin1",2021-01-25,0,0,52
"Angola","S:677P.Pelican",2021-01-25,0,0,52
"Angola","others",2021-01-25,43,82.69,52
"Angola","non_who",2021-01-25,47,90.38,52
"Angola","Alpha",2021-02-08,4,9.52,42
"Angola","B.1.1.277",2021-02-08,0,0,42
"Angola","B.1.1.302",2021-02-08,0,0,42
"Angola","B.1.1.519",2021-02-08,0,0,42
"Angola","B.1.160",2021-02-08,1,2.38,42
"Angola","B.1.177",2021-02-08,0,0,42
"Angola","B.1.221",2021-02-08,0,0,42
"Angola","B.1.258",2021-02-08,0,0,42
"Angola","B.1.367",2021-02-08,0,0,42
"Angola","B.1.620",2021-02-08,0,0,42
"Angola","Beta",2021-02-08,12,28.57,42
"Angola","Delta",2021-02-08,0,0,42
"Angola","Epsilon",2021-02-08,0,0,42
"Angola","Eta",2021-02-08,0,0,42
"Angola","Gamma",2021-02-08,0,0,42
"Angola","Iota",2021-02-08,0,0,42
"Angola","Kappa",2021-02-08,0,0,42
"Angola","Lambda",2021-02-08,0,0,42
"Angola","Mu",2021-02-08,0,0,42
"Angola","Omicron",2021-02-08,0,0,42
"Angola","S:677H.Robin1",2021-02-08,0,0,42
"Angola","S:677P.Pelican",2021-02-08,0,0,42
"Angola","others",2021-02-08,25,59.53,42
"Angola","non_who",2021-02-08,26,61.91,42
"Angola","Alpha",2021-02-22,1,2.56,39
"Angola","B.1.1.277",2021-02-22,0,0,39
"Angola","B.1.1.302",2021-02-22,0,0,39
"Angola","B.1.1.519",2021-02-22,0,0,39
"Angola","B.1.160",2021-02-22,1,2.56,39
"Angola","B.1.177",2021-02-22,1,2.56,39
"Angola","B.1.221",2021-02-22,0,0,39
"Angola","B.1.258",2021-02-22,0,0,39
"Angola","B.1.367",2021-02-22,0,0,39
"Angola","B.1.620",2021-02-22,0,0,39
"Angola","Beta",2021-02-22,16,41.03,39
"Angola","Delta",2021-02-22,0,0,39
"Angola","Epsilon",2021-02-22,0,0,39
"Angola","Eta",2021-02-22,0,0,39
"Angola","Gamma",2021-02-22,0,0,39
"Angola","Iota",2021-02-22,0,0,39
"Angola","Kappa",2021-02-22,0,0,39
"Angola","Lambda",2021-02-22,0,0,39
"Angola","Mu",2021-02-22,0,0,39
"Angola","Omicron",2021-02-22,0,0,39
"Angola","S:677H.Robin1",2021-02-22,0,0,39
"Angola","S:677P.Pelican",2021-02-22,0,0,39
"Angola","others",2021-02-22,20,51.29,39
"Angola","non_who",2021-02-22,22,56.41,39
"Angola","Alpha",2021-03-08,7,6.19,113
"Angola","B.1.1.277",2021-03-08,0,0,113
"Angola","B.1.1.302",2021-03-08,0,0,113
"Angola","B.1.1.519",2021-03-08,0,0,113
"Angola","B.1.160",2021-03-08,0,0,113
"Angola","B.1.177",2021-03-08,1,0.88,113
"Angola","B.1.221",2021-03-08,0,0,113
"Angola","B.1.258",2021-03-08,0,0,113
"Angola","B.1.367",2021-03-08,0,0,113
"Angola","B.1.620",2021-03-08,0,0,113
"Angola","Beta",2021-03-08,69,61.06,113
"Angola","Delta",2021-03-08,0,0,113
"Angola","Epsilon",2021-03-08,0,0,113
"Angola","Eta",2021-03-08,0,0,113
"Angola","Gamma",2021-03-08,0,0,113
"Angola","Iota",2021-03-08,0,0,113
"Angola","Kappa",2021-03-08,0,0,113
"Angola","Lambda",2021-03-08,0,0,113
"Angola","Mu",2021-03-08,0,0,113
"Angola","Omicron",2021-03-08,0,0,113
"Angola","S:677H.Robin1",2021-03-08,0,0,113
"Angola","S:677P.Pelican",2021-03-08,0,0,113
"Angola","others",2021-03-08,36,31.87,113
"Angola","non_who",2021-03-08,37,32.75,113
"Angola","Alpha",2021-03-22,12,9.92,121
"Angola","B.1.1.277",2021-03-22,0,0,121
"Angola","B.1.1.302",2021-03-22,0,0,121
"Angola","B.1.1.519",2021-03-22,0,0,121
"Angola","B.1.160",2021-03-22,0,0,121
"Angola","B.1.177",2021-03-22,0,0,121
"Angola","B.1.221",2021-03-22,0,0,121
"Angola","B.1.258",2021-03-22,0,0,121
"Angola","B.1.367",2021-03-22,0,0,121
"Angola","B.1.620",2021-03-22,0,0,121
"Angola","Beta",2021-03-22,87,71.9,121
"Angola","Delta",2021-03-22,0,0,121
"Angola","Epsilon",2021-03-22,0,0,121
"Angola","Eta",2021-03-22,1,0.83,121
"Angola","Gamma",2021-03-22,0,0,121
"Angola","Iota",2021-03-22,0,0,121
"Angola","Kappa",2021-03-22,1,0.83,121
"Angola","Lambda",2021-03-22,0,0,121
"Angola","Mu",2021-03-22,0,0,121
"Angola","Omicron",2021-03-22,0,0,121
"Angola","S:677H.Robin1",2021-03-22,0,0,121
"Angola","S:677P.Pelican",2021-03-22,0,0,121
"Angola","others",2021-03-22,20,16.52,121
"Angola","non_who",2021-03-22,20,16.52,121
"Angola","Alpha",2021-04-05,32,23.36,137
"Angola","B.1.1.277",2021-04-05,0,0,137
"Angola","B.1.1.302",2021-04-05,0,0,137
"Angola","B.1.1.519",2021-04-05,0,0,137
"Angola","B.1.160",2021-04-05,0,0,137
"Angola","B.1.177",2021-04-05,0,0,137
"Angola","B.1.221",2021-04-05,0,0,137
"Angola","B.1.258",2021-04-05,0,0,137
"Angola","B.1.367",2021-04-05,0,0,137
"Angola","B.1.620",2021-04-05,2,1.46,137
"Angola","Beta",2021-04-05,64,46.72,137
"Angola","Delta",2021-04-05,0,0,137
"Angola","Epsilon",2021-04-05,0,0,137
"Angola","Eta",2021-04-05,6,4.38,137
"Angola","Gamma",2021-04-05,1,0.73,137
"Angola","Iota",2021-04-05,0,0,137
"Angola","Kappa",2021-04-05,4,2.92,137
"Angola","Lambda",2021-04-05,0,0,137
"Angola","Mu",2021-04-05,0,0,137
"Angola","Omicron",2021-04-05,0,0,137
"Angola","S:677H.Robin1",2021-04-05,0,0,137
"Angola","S:677P.Pelican",2021-04-05,0,0,137
"Angola","others",2021-04-05,28,20.43,137
"Angola","non_who",2021-04-05,30,21.89,137
"Angola","Alpha",2021-04-19,21,25.3,83
"Angola","B.1.1.277",2021-04-19,0,0,83
"Angola","B.1.1.302",2021-04-19,0,0,83
"Angola","B.1.1.519",2021-04-19,0,0,83
"Angola","B.1.160",2021-04-19,0,0,83
"Angola","B.1.177",2021-04-19,0,0,83
"Angola","B.1.221",2021-04-19,0,0,83
"Angola","B.1.258",2021-04-19,0,0,83
"Angola","B.1.367",2021-04-19,0,0,83
"Angola","B.1.620",2021-04-19,0,0,83
"Angola","Beta",2021-04-19,31,37.35,83
"Angola","Delta",2021-04-19,2,2.41,83
"Angola","Epsilon",2021-04-19,0,0,83
"Angola","Eta",2021-04-19,2,2.41,83
"Angola","Gamma",2021-04-19,0,0,83
"Angola","Iota",2021-04-19,0,0,83
"Angola","Kappa",2021-04-19,1,1.2,83
"Angola","Lambda",2021-04-19,0,0,83
"Angola","Mu",2021-04-19,0,0,83
"Angola","Omicron",2021-04-19,0,0,83
"Angola","S:677H.Robin1",2021-04-19,0,0,83
"Angola","S:677P.Pelican",2021-04-19,0,0,83
"Angola","others",2021-04-19,26,31.33,83
"Angola","non_who",2021-04-19,26,31.33,83
"Angola","Alpha",2021-05-03,11,32.35,34
"Angola","B.1.1.277",2021-05-03,0,0,34
"Angola","B.1.1.302",2021-05-03,0,0,34
"Angola","B.1.1.519",2021-05-03,0,0,34
"Angola","B.1.160",2021-05-03,0,0,34
"Angola","B.1.177",2021-05-03,0,0,34
"Angola","B.1.221",2021-05-03,0,0,34
"Angola","B.1.258",2021-05-03,0,0,34
"Angola","B.1.367",2021-05-03,0,0,34
"Angola","B.1.620",2021-05-03,0,0,34
"Angola","Beta",2021-05-03,17,50,34
"Angola","Delta",2021-05-03,1,2.94,34
"Angola","Epsilon",2021-05-03,0,0,34
"Angola","Eta",2021-05-03,0,0,34
"Angola","Gamma",2021-05-03,0,0,34
"Angola","Iota",2021-05-03,0,0,34
"Angola","Kappa",2021-05-03,0,0,34
"Angola","Lambda",2021-05-03,0,0,34
"Angola","Mu",2021-05-03,0,0,34
"Angola","Omicron",2021-05-03,0,0,34
"Angola","S:677H.Robin1",2021-05-03,0,0,34
"Angola","S:677P.Pelican",2021-05-03,0,0,34
"Angola","others",2021-05-03,5,14.71,34
"Angola","non_who",2021-05-03,5,14.71,34
"Angola","Alpha",2021-05-17,0,0,5
"Angola","B.1.1.277",2021-05-17,0,0,5
"Angola","B.1.1.302",2021-05-17,0,0,5
"Angola","B.1.1.519",2021-05-17,0,0,5
"Angola","B.1.160",2021-05-17,0,0,5
"Angola","B.1.177",2021-05-17,0,0,5
"Angola","B.1.221",2021-05-17,0,0,5
"Angola","B.1.258",2021-05-17,0,0,5
"Angola","B.1.367",2021-05-17,0,0,5
"Angola","B.1.620",2021-05-17,0,0,5
"Angola","Beta",2021-05-17,0,0,5
"Angola","Delta",2021-05-17,4,80,5
"Angola","Epsilon",2021-05-17,0,0,5
"Angola","Eta",2021-05-17,0,0,5
"Angola","Gamma",2021-05-17,0,0,5
"Angola","Iota",2021-05-17,0,0,5
"Angola","Kappa",2021-05-17,0,0,5
"Angola","Lambda",2021-05-17,0,0,5
"Angola","Mu",2021-05-17,0,0,5
"Angola","Omicron",2021-05-17,0,0,5
"Angola","S:677H.Robin1",2021-05-17,0,0,5
"Angola","S:677P.Pelican",2021-05-17,0,0,5
"Angola","others",2021-05-17,1,20,5
"Angola","non_who",2021-05-17,1,20,5
"Angola","Alpha",2021-05-31,7,100,7
"Angola","B.1.1.277",2021-05-31,0,0,7
"Angola","B.1.1.302",2021-05-31,0,0,7
"Angola","B.1.1.519",2021-05-31,0,0,7
"Angola","B.1.160",2021-05-31,0,0,7
"Angola","B.1.177",2021-05-31,0,0,7
"Angola","B.1.221",2021-05-31,0,0,7
"Angola","B.1.258",2021-05-31,0,0,7
"Angola","B.1.367",2021-05-31,0,0,7
"Angola","B.1.620",2021-05-31,0,0,7
"Angola","Beta",2021-05-31,0,0,7
"Angola","Delta",2021-05-31,0,0,7
"Angola","Epsilon",2021-05-31,0,0,7
"Angola","Eta",2021-05-31,0,0,7
"Angola","Gamma",2021-05-31,0,0,7
"Angola","Iota",2021-05-31,0,0,7
"Angola","Kappa",2021-05-31,0,0,7
"Angola","Lambda",2021-05-31,0,0,7
"Angola","Mu",2021-05-31,0,0,7
"Angola","Omicron",2021-05-31,0,0,7
"Angola","S:677H.Robin1",2021-05-31,0,0,7
"Angola","S:677P.Pelican",2021-05-31,0,0,7
"Angola","others",2021-05-31,0,0,7
"Angola","non_who",2021-05-31,0,0,7
"Angola","Alpha",2021-06-14,17,77.27,22
"Angola","B.1.1.277",2021-06-14,0,0,22
"Angola","B.1.1.302",2021-06-14,0,0,22
"Angola","B.1.1.519",2021-06-14,0,0,22
"Angola","B.1.160",2021-06-14,0,0,22
"Angola","B.1.177",2021-06-14,0,0,22
"Angola","B.1.221",2021-06-14,0,0,22
"Angola","B.1.258",2021-06-14,0,0,22
"Angola","B.1.367",2021-06-14,0,0,22
"Angola","B.1.620",2021-06-14,0,0,22
"Angola","Beta",2021-06-14,5,22.73,22
"Angola","Delta",2021-06-14,0,0,22
"Angola","Epsilon",2021-06-14,0,0,22
"Angola","Eta",2021-06-14,0,0,22
"Angola","Gamma",2021-06-14,0,0,22
"Angola","Iota",2021-06-14,0,0,22
"Angola","Kappa",2021-06-14,0,0,22
"Angola","Lambda",2021-06-14,0,0,22
"Angola","Mu",2021-06-14,0,0,22
"Angola","Omicron",2021-06-14,0,0,22
"Angola","S:677H.Robin1",2021-06-14,0,0,22
"Angola","S:677P.Pelican",2021-06-14,0,0,22
"Angola","others",2021-06-14,0,0,22
"Angola","non_who",2021-06-14,0,0,22
"Angola","Alpha",2021-06-28,30,50.85,59
"Angola","B.1.1.277",2021-06-28,0,0,59
"Angola","B.1.1.302",2021-06-28,0,0,59
"Angola","B.1.1.519",2021-06-28,0,0,59
"Angola","B.1.160",2021-06-28,0,0,59
"Angola","B.1.177",2021-06-28,0,0,59
"Angola","B.1.221",2021-06-28,0,0,59
"Angola","B.1.258",2021-06-28,0,0,59
"Angola","B.1.367",2021-06-28,0,0,59
"Angola","B.1.620",2021-06-28,0,0,59
"Angola","Beta",2021-06-28,18,30.51,59
"Angola","Delta",2021-06-28,10,16.95,59
"Angola","Epsilon",2021-06-28,0,0,59
"Angola","Eta",2021-06-28,0,0,59
"Angola","Gamma",2021-06-28,0,0,59
"Angola","Iota",2021-06-28,0,0,59
"Angola","Kappa",2021-06-28,0,0,59
"Angola","Lambda",2021-06-28,0,0,59
"Angola","Mu",2021-06-28,0,0,59
"Angola","Omicron",2021-06-28,0,0,59
"Angola","S:677H.Robin1",2021-06-28,0,0,59
"Angola","S:677P.Pelican",2021-06-28,0,0,59
"Angola","others",2021-06-28,1,1.69,59
"Angola","non_who",2021-06-28,1,1.69,59
"Angola","Alpha",2021-07-12,9,19.57,46
"Angola","B.1.1.277",2021-07-12,0,0,46
"Angola","B.1.1.302",2021-07-12,0,0,46
"Angola","B.1.1.519",2021-07-12,0,0,46
"Angola","B.1.160",2021-07-12,0,0,46
"Angola","B.1.177",2021-07-12,0,0,46
"Angola","B.1.221",2021-07-12,0,0,46
"Angola","B.1.258",2021-07-12,0,0,46
"Angola","B.1.367",2021-07-12,0,0,46
"Angola","B.1.620",2021-07-12,0,0,46
"Angola","Beta",2021-07-12,12,26.09,46
"Angola","Delta",2021-07-12,23,50,46
"Angola","Epsilon",2021-07-12,0,0,46
"Angola","Eta",2021-07-12,0,0,46
"Angola","Gamma",2021-07-12,0,0,46
"Angola","Iota",2021-07-12,0,0,46
"Angola","Kappa",2021-07-12,0,0,46
"Angola","Lambda",2021-07-12,0,0,46
"Angola","Mu",2021-07-12,0,0,46
"Angola","Omicron",2021-07-12,0,0,46
"Angola","S:677H.Robin1",2021-07-12,0,0,46
"Angola","S:677P.Pelican",2021-07-12,0,0,46
"Angola","others",2021-07-12,2,4.34,46
"Angola","non_who",2021-07-12,2,4.34,46
"Angola","Alpha",2021-07-26,2,20,10
"Angola","B.1.1.277",2021-07-26,0,0,10
"Angola","B.1.1.302",2021-07-26,0,0,10
"Angola","B.1.1.519",2021-07-26,0,0,10
"Angola","B.1.160",2021-07-26,0,0,10
"Angola","B.1.177",2021-07-26,0,0,10
"Angola","B.1.221",2021-07-26,0,0,10
"Angola","B.1.258",2021-07-26,0,0,10
"Angola","B.1.367",2021-07-26,0,0,10
"Angola","B.1.620",2021-07-26,0,0,10
"Angola","Beta",2021-07-26,1,10,10
"Angola","Delta",2021-07-26,6,60,10
"Angola","Epsilon",2021-07-26,0,0,10
"Angola","Eta",2021-07-26,0,0,10
"Angola","Gamma",2021-07-26,0,0,10
"Angola","Iota",2021-07-26,0,0,10
"Angola","Kappa",2021-07-26,0,0,10
"Angola","Lambda",2021-07-26,0,0,10
"Angola","Mu",2021-07-26,0,0,10
"Angola","Omicron",2021-07-26,0,0,10
"Angola","S:677H.Robin1",2021-07-26,0,0,10
"Angola","S:677P.Pelican",2021-07-26,0,0,10
"Angola","others",2021-07-26,1,10,10
"Angola","non_who",2021-07-26,1,10,10
"Angola","Alpha",2021-08-09,0,0,4
"Angola","B.1.1.277",2021-08-09,0,0,4
"Angola","B.1.1.302",2021-08-09,0,0,4
"Angola","B.1.1.519",2021-08-09,0,0,4
"Angola","B.1.160",2021-08-09,0,0,4
"Angola","B.1.177",2021-08-09,0,0,4
"Angola","B.1.221",2021-08-09,0,0,4
"Angola","B.1.258",2021-08-09,0,0,4
"Angola","B.1.367",2021-08-09,0,0,4
"Angola","B.1.620",2021-08-09,0,0,4
"Angola","Beta",2021-08-09,1,25,4
"Angola","Delta",2021-08-09,3,75,4
"Angola","Epsilon",2021-08-09,0,0,4
"Angola","Eta",2021-08-09,0,0,4
"Angola","Gamma",2021-08-09,0,0,4
"Angola","Iota",2021-08-09,0,0,4
"Angola","Kappa",2021-08-09,0,0,4
"Angola","Lambda",2021-08-09,0,0,4
"Angola","Mu",2021-08-09,0,0,4
"Angola","Omicron",2021-08-09,0,0,4
"Angola","S:677H.Robin1",2021-08-09,0,0,4
"Angola","S:677P.Pelican",2021-08-09,0,0,4
"Angola","others",2021-08-09,0,0,4
"Angola","non_who",2021-08-09,0,0,4
"Angola","Alpha",2021-08-23,0,0,1
"Angola","B.1.1.277",2021-08-23,0,0,1
"Angola","B.1.1.302",2021-08-23,0,0,1
"Angola","B.1.1.519",2021-08-23,0,0,1
"Angola","B.1.160",2021-08-23,0,0,1
